StationCode,Reserve,ReserveCode,StationID,Temp Notes,Latitude,Longitude,StationType,Status,StationName,CDMO WQ Data URL,Realm,Province,Ecoregion,NERR_BioRegion,EPAIII_Code,EPAIII_Name,EPAIV_Code,EPAIV_Name,AquaticSystem,AquaticSubsystem,WaterColumn,SalinityRegime,Salinity Class,TempRegime,TidalRegime,ResidualCurrentType,TidalFlowType,PrimaryWaterSource,TectonicSetting,PhysiographicSetting,GeoformOrigin,Level1Geoform(>1km2),Level1GeoformType(>1km2),Level2Geoform(<1km2),Level2GeoformType(<1km2),SubstrateOrigin,SubstrateClass,SubstrateSubclass,PercentClay,PercentSilt,PercentSand,PercentGravel,PercentOrganics,BioticSetting,BioticClass,BioticSubclass,SecondaryBioticElement,TertiaryBioticElement,Dev_TotalArea,Ag_TotalArea,VegUplnd_TotalArea,WetlndPalust_TotalArea,WetlndEst_TotalArea,Bare_TotalArea,Water_TotalArea,Dev_pctTotal,Ag_pctTotal,VegUplnd_pctTotal,WetlndPalust_pctTotal,WetlndEst_pctTotal,Bare_pctTotal,Water_pctTotal,Dev_pctLand,Ag_pctLand,VegUplnd_pctLand,WetlndPalust_pctLand,WetlndEst_pctLand,Bare_pctLand,DominantLandCover,Imp_total_acres,Imp_pctLand,StationDescription
RKBLHWQ,Rookery Bay,RKB,LHWQ,,26.02749,81.73361,fixed near-bottom,primary,Lower Henderson Creek,https://cdmo.baruch.sc.edu/dges/?stationCode=RKBLHWQ,Tropical Atlantic,Tropical Northwestern Atlantic,Floridian,West Indian,76,Southern Florida Coastal Plain,76d,Southern Coast and Islands,Estuarine,Estuarine Coastal,Lower Water Column,Upper Polyhaline Water,high salinity,Very Warm Water,Moderately Tidal,Well-mixed Domain,Mixed Semi-diurnal Tidal Flow,Local Estuary Exchange,Passive Continental Margin,Riverine Estuary,Geologic,Upland Watershed,,Channel,Tidal Channel/Creek,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,,,,,,Benthic/Attached Biota,Scrub-Shrub Wetland,Mangrove Shrubland,,,9200.1,2386.8,889.4,15064.1,14058.6,342.8,6787.5,18.88,4.90,1.83,30.91,28.85,0.70,13.93,21.94,5.69,2.12,35.92,33.52,0.82,palustrine wetlands,"3,487.40",8.31,"The Rookery Bay Lower Henderson Creek station is a fixed near-bottom water quality station (RKBLHWQ) in a Channel surrounded by Scrub-Shrub Wetland. The station is located within a Moderately Tidal, high salinity Riverine Estuary in a watershed made up of primarily palustrine wetlands."
RKBMBWQ,Rookery Bay,RKB,MBWQ,,25.9343,81.5946,fixed near-bottom,primary,Middle Blackwater River,https://cdmo.baruch.sc.edu/dges/?stationCode=RKBMBWQ,Tropical Atlantic,Tropical Northwestern Atlantic,Floridian,West Indian,76,Southern Florida Coastal Plain,76d,Southern Coast and Islands,Estuarine,Estuarine Coastal,Lower Water Column,Upper Polyhaline Water,high salinity,Very Warm Water,Moderately Tidal,Well-mixed Domain,Semi-diurnal Tidal Flow,Local Estuary Exchange,Passive Continental Margin,Riverine Estuary,Geologic,Upland Watershed,,Channel,,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,,,,,,Open Water,Open Water,Open Water,Mangrove Forest,Mollusk Reef Biota,9200.1,2386.8,889.4,15064.1,14058.6,342.8,6787.5,18.88,4.90,1.83,30.91,28.85,0.70,13.93,21.94,5.69,2.12,35.92,33.52,0.82,palustrine wetlands,"3,487.40",8.31,"The Rookery Bay Middle Blackwater River station is a fixed near-bottom water quality station (RKBMBWQ) in a Channel surrounded by Open Water. The station is located within a Moderately Tidal, high salinity Riverine Estuary in a watershed made up of primarily palustrine wetlands."
RKBPBWQ,Rookery Bay,RKB,PBWQ,,25.9141,81.5404,fixed near-bottom,secondary,Pumpkin Bay,https://cdmo.baruch.sc.edu/dges/?stationCode=RKBPBWQ,Tropical Atlantic,Tropical Northwestern Atlantic,Floridian,West Indian,76,Southern Florida Coastal Plain,76d,Southern Coast and Islands,Estuarine,Estuarine Coastal,Lower Water Column,Upper Polyhaline Water,high salinity,Very Warm Water,Moderately Tidal,Well-mixed Domain,Semi-diurnal Tidal Flow,Local Estuary Exchange,Passive Continental Margin,Embayment/Bay,Geologic,Upland Watershed,,Basin,,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,,,,,,Open Water,Open Water,Open Water,Mangrove Forest,Mollusk Reef Biota,2598.3,5440.5,1133.0,29313.4,4717.7,221.1,2277.9,5.69,11.90,2.48,64.14,10.32,0.48,4.98,5.98,12.53,2.61,67.50,10.86,0.51,palustrine wetlands,720.59,1.66,"The Rookery Bay Pumpkin Bay station is a fixed near-bottom water quality station (RKBPBWQ) in a Basin surrounded by Open Water. The station is located within a Moderately Tidal, high salinity Embayment/Bay in a watershed made up of primarily palustrine wetlands."
SAPCAWQ,Sapelo Island,SAP,CAWQ,,31.4437,81.2399,fixed near-bottom,primary,Cabretta Creek,https://cdmo.baruch.sc.edu/dges/?stationCode=SAPCAWQ,Temperate Northern Atlantic,Warm Temperate Northwest Atlantic,Carolinian,Carolinian,75,Southern Coastal Plain,75j,Sea Islands/Coastal Marsh,Estuarine,Estuarine Coastal,Lower Water Column,Euhaline Water,high salinity,Warm Water,Moderately Tidal,Well-mixed Domain,Mixed Semi-diurnal Tidal Flow,Local Estuary Exchange,Passive Continental Margin,Bight,Geologic,Island,,Channel,Tidal Channel/Creek,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,,,,,,Benthic/Attached Biota,Emergent Wetland,Emergent Tidal Marsh,,,178.4,12.9,4186.4,1564.8,9172.7,377.3,2766.4,0.98,0.07,22.93,8.57,50.24,2.07,15.15,1.15,0.08,27.02,10.10,59.21,2.44,estuarine wetlands,56.03,0.36,"The Sapelo Island Cabretta Creek station is a fixed near-bottom water quality station (SAPCAWQ) in a Channel surrounded by Emergent Wetland. The station is located within a Moderately Tidal, high salinity Bight in a watershed made up of primarily estuarine wetlands."
SAPDCWQ,Sapelo Island,SAP,DCWQ,,31.3896,81.2789,fixed near-bottom,primary,Dean Creek,https://cdmo.baruch.sc.edu/dges/?stationCode=SAPDCWQ,Temperate Northern Atlantic,Warm Temperate Northwest Atlantic,Carolinian,Carolinian,75,Southern Coastal Plain,75j,Sea Islands/Coastal Marsh,Estuarine,Estuarine Coastal,Lower Water Column,Upper Polyhaline Water,high salinity,Warm Water,Moderately Tidal,Well-mixed Domain,Mixed Semi-diurnal Tidal Flow,Local Estuary Exchange,Passive Continental Margin,Sound,Geologic,Channel,Tidal Channel/Creek,Channel,Tidal Channel/Creek,Biogenic Substrate,Organic Substrate,Organic Mud,,,,,,Benthic/Attached Biota,Emergent Wetland,Emergent Tidal Marsh,,,178.4,12.9,4186.4,1564.8,9172.7,377.3,2766.4,0.98,0.07,22.93,8.57,50.24,2.07,15.15,1.15,0.08,27.02,10.10,59.21,2.44,estuarine wetlands,56.03,0.36,"The Sapelo Island Dean Creek station is a fixed near-bottom water quality station (SAPDCWQ) in a Channel surrounded by Emergent Wetland. The station is located within a Moderately Tidal, high salinity Sound in a watershed made up of primarily estuarine wetlands."
SAPHDWQ,Sapelo Island,SAP,HDWQ,,31.4786,81.2731,fixed near-bottom,primary,Hunt Dock,https://cdmo.baruch.sc.edu/dges/?stationCode=SAPHDWQ,Temperate Northern Atlantic,Warm Temperate Northwest Atlantic,Carolinian,Carolinian,75,Southern Coastal Plain,75j,Sea Islands/Coastal Marsh,Estuarine,Estuarine Coastal,Lower Water Column,Upper Polyhaline Water,high salinity,Warm Water,Moderately Tidal,Well-mixed Domain,Mixed Semi-diurnal Tidal Flow,Local Estuary Exchange,Passive Continental Margin,Bight,Geologic,Island,,Channel,Tidal Channel/Creek,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,,,,,,Benthic/Attached Biota,Emergent Wetland,Emergent Tidal Marsh,,,178.4,12.9,4186.4,1564.8,9172.7,377.3,2766.4,0.98,0.07,22.93,8.57,50.24,2.07,15.15,1.15,0.08,27.02,10.10,59.21,2.44,estuarine wetlands,56.03,0.36,"The Sapelo Island Hunt Dock station is a fixed near-bottom water quality station (SAPHDWQ) in a Channel surrounded by Emergent Wetland. The station is located within a Moderately Tidal, high salinity Bight in a watershed made up of primarily estuarine wetlands."
SAPLDWQ,Sapelo Island,SAP,LDWQ,,31.417942,81.296047,fixed near-bottom,primary,Lower Duplin,https://cdmo.baruch.sc.edu/dges/?stationCode=SAPLDWQ,Temperate Northern Atlantic,Warm Temperate Northwest Atlantic,Carolinian,Carolinian,75,Southern Coastal Plain,75j,Sea Islands/Coastal Marsh,Estuarine,Estuarine Coastal,Upper Water Column,Upper Polyhaline Water,high salinity,Warm Water,Moderately Tidal,Well-mixed Domain,Mixed Semi-diurnal Tidal Flow,Local Estuary Exchange,Passive Continental Margin,Bight,Geologic,Island,,Channel,Tidal Channel/Creek,Biogenic Substrate,Organic Substrate,Organic Mud,,,,,,Benthic/Attached Biota,Emergent Wetland,Emergent Tidal Marsh,,,178.4,12.9,4186.4,1564.8,9172.7,377.3,2766.4,0.98,0.07,22.93,8.57,50.24,2.07,15.15,1.15,0.08,27.02,10.10,59.21,2.44,estuarine wetlands,56.03,0.36,"The Sapelo Island Lower Duplin station is a fixed near-bottom water quality station (SAPLDWQ) in a Channel surrounded by Emergent Wetland. The station is located within a Moderately Tidal, high salinity Bight in a watershed made up of primarily estuarine wetlands."
SFBCCWQ,San Francisco Bay,SFB,CCWQ,,38.0012,122.4604,fixed near-bottom,primary,China Camp,https://cdmo.baruch.sc.edu/dges/?stationCode=SFBCCWQ,Temperate Northern Pacific,Cold Temperate Northeast Pacific,Northern Californian,Californian,6,Central California Foothills and Coastal Mountains,6o,Marin Hills,Estuarine,Estuarine Coastal,Lower Water Column,Lower Polyhaline Water,brackish,Moderate Water,Moderately Tidal,Well Mixed Domain,Mixed Semi-diurnal Tidal Flow,Local Estuary Exchange,Transform Continental Margin,Embayment/Bay,Geologic,Flat,Tidal Flat,Beach,Tide-Dominated Beach,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,,,,,,Benthic/Attached Biota,Faunal Bed,Inferred Fauna,Attached fauna,Plankton,4984.1,5065.2,6060.6,3141.0,6284.3,750.4,6313.3,15.29,15.54,18.59,9.64,19.28,2.30,19.37,18.96,19.27,23.06,11.95,23.91,2.85,estuarine wetlands,"2,305.35",8.77,"The San Francisco Bay China Camp station is a fixed near-bottom water quality station (SFBCCWQ) in a Beach surrounded by Faunal Bed. The station is located within a Moderately Tidal, brackish Embayment/Bay in a watershed made up of primarily estuarine wetlands."
SFBFMWQ,San Francisco Bay,SFB,FMWQ,,38.1949,122.0328,fixed near-bottom,primary,First Mallard,https://cdmo.baruch.sc.edu/dges/?stationCode=SFBFMWQ,Temperate Northern Pacific,Cold Temperate Northeast Pacific,Northern Californian,Californian,7,Central California Valley,7j,Delta,Estuarine,Estuarine Coastal,Lower Water Column,Oligohaline Water,brackish,Moderate Water,Moderately Tidal,Well Mixed Domain,Mixed Semi-diurnal Tidal Flow,Local Estuary Exchange,Transform Continental Margin,Embayment/Bay,Geologic,Channel,Tidal Channel/Creek,Channel,Tidal Channel/Creek,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,,,,,,Benthic/Attached Biota,Emergent Wetland,Emergent Tidal Marsh,Inferred Fauna,Plankton,10453.6,5478.1,34804.6,3706.3,16083.0,258.5,2181.7,14.33,7.51,47.70,5.08,22.04,0.35,2.99,14.77,7.74,49.17,5.24,22.72,0.37,vegetated uplands,"4,858.44",6.86,"The San Francisco Bay First Mallard station is a fixed near-bottom water quality station (SFBFMWQ) in a Channel surrounded by Emergent Wetland. The station is located within a Moderately Tidal, brackish Embayment/Bay in a watershed made up of primarily vegetated uplands."
SFBGCWQ,San Francisco Bay,SFB,GCWQ,,38.0159,122.5085,fixed near-bottom,primary,Gallinas Creek,https://cdmo.baruch.sc.edu/dges/?stationCode=SFBGCWQ,Temperate Northern Pacific,Cold Temperate Northeast Pacific,Northern Californian,Californian,6,Central California Foothills and Coastal Mountains,6p,Bay Flats,Estuarine,Estuarine Coastal,Lower Water Column,Lower Polyhaline Water,brackish,Moderate Water,Moderately Tidal,Well Mixed Domain,Mixed Semi-diurnal Tidal Flow,Local Estuary Exchange,Transform Continental Margin,Embayment/Bay,Geologic,Channel,Tidal Channel/Creek,Channel,Tidal Channel/Creek,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,,,,,,Benthic/Attached Biota,Emergent Wetland,Emergent Tidal Marsh,Inferred Fauna,Plankton,4984.1,5065.2,6060.6,3141.0,6284.3,750.4,6313.3,15.29,15.54,18.59,9.64,19.28,2.30,19.37,18.96,19.27,23.06,11.95,23.91,2.85,estuarine wetlands,"2,305.35",8.77,"The San Francisco Bay Gallinas Creek station is a fixed near-bottom water quality station (SFBGCWQ) in a Channel surrounded by Emergent Wetland. The station is located within a Moderately Tidal, brackish Embayment/Bay in a watershed made up of primarily estuarine wetlands."
SFBRBWQ,San Francisco Bay,SFB,RBWQ,*May or may not want to include,37.876689,122.487563,fixed near-bottom,secondary,Richardson Bay,https://cdmo.baruch.sc.edu/dges/?stationCode=SFBRBWQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFBSMWQ,San Francisco Bay,SFB,SMWQ,,38.1841,122.0136,fixed near-bottom,primary,Second Mallard,https://cdmo.baruch.sc.edu/dges/?stationCode=SFBSMWQ,Temperate Northern Pacific,Cold Temperate Northeast Pacific,Northern Californian,Californian,7,Central California Valley,7j,Delta,Estuarine,Estuarine Coastal,Lower Water Column,Oligohaline Water,brackish,Moderate Water,Moderately Tidal,Well Mixed Domain,Mixed Semi-diurnal Tidal Flow,Local Estuary Exchange,Transform Continental Margin,Embayment/Bay,Geologic,Channel,Tidal Channel/Creek,Channel,Tidal Channel/Creek,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,,,,,,Benthic/Attached Biota,Emergent Wetland,Emergent Tidal Marsh,Inferred Fauna,Plankton,10453.6,5478.1,34804.6,3706.3,16083.0,258.5,2181.7,14.33,7.51,47.70,5.08,22.04,0.35,2.99,14.77,7.74,49.17,5.24,22.72,0.37,vegetated uplands,"4,858.44",6.86,"The San Francisco Bay Second Mallard station is a fixed near-bottom water quality station (SFBSMWQ) in a Channel surrounded by Emergent Wetland. The station is located within a Moderately Tidal, brackish Embayment/Bay in a watershed made up of primarily vegetated uplands."
SOSCHWQ,South Slough,SOS,CHWQ,,43.3377,124.320533,fixed near-bottom,primary,Charleston Bridge,https://cdmo.baruch.sc.edu/dges/?stationCode=SOSCHWQ,Temperate Northern Pacific,Cold Temperate Northeast Pacific,"Oregon, Washington, Vancouver Coast and Shelf",Columbian ,1,Coast Range,1a,Coastal Lowlands,Estuarine,Estuarine Coastal,Lower Water Column,Upper Polyhaline Water,high salinity,Cool Water,Moderately Tidal,Well-mixed Domain,Mixed Semi-diurnal Tidal Flow,Local Ocean Exchange,Convergent Active Continental Margin,Embayment/Bay,Geologic,Channel,Slough,Channel,Tidal Channel/Creek,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,,,,,,Benthic/Attached Biota,Aquatic Vegetation Bed,Submerged Aquatic Vascular Vegetation,Emergent Tidal Marsh,Tidal Forested Wetland,151.9,171.2,4056.3,1359.2,291.5,23.2,205.7,2.43,2.74,64.81,21.72,4.66,0.37,3.29,2.51,2.83,67.01,22.45,4.82,0.38,vegetated uplands,89.63,1.48,"The South Slough Charleston Bridge station is a fixed near-bottom water quality station (SOSCHWQ) in a Channel surrounded by Aquatic Vegetation Bed. The station is located within a Moderately Tidal, high salinity Embayment/Bay in a watershed made up of primarily vegetated uplands."
SOSECWQ,South Slough,SOS,ECWQ,,43.296501,124.310729,fixed near-bottom,primary,Elliot Creek,https://cdmo.baruch.sc.edu/dges/?stationCode=SOSECWQ,Temperate Northern Pacific,Cold Temperate Northeast Pacific,"Oregon, Washington, Vancouver Coast and Shelf",Columbian ,1,Coast Range,1a,Coastal Lowlands,Estuarine,Estuarine Coastal,Lower Water Column,Lower Polyhaline Water,brackish,Cool Water,Moderately Tidal,Partially Mixed Domain,Mixed Semi-diurnal Tidal Flow,Local Estuary Exchange,Convergent Active Continental Margin,Embayment/Bay,Geologic,Channel,Slough,Channel,Tidal Channel/Creek,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,,,,,,Benthic/Attached Biota,Aquatic Vegetation Bed,Submerged Aquatic Vascular Vegetation,Emergent Tidal Marsh,Tidal Forested Wetland,151.9,171.2,4056.3,1359.2,291.5,23.2,205.7,2.43,2.74,64.81,21.72,4.66,0.37,3.29,2.51,2.83,67.01,22.45,4.82,0.38,vegetated uplands,89.63,1.48,"The South Slough Elliot Creek station is a fixed near-bottom water quality station (SOSECWQ) in a Channel surrounded by Aquatic Vegetation Bed. The station is located within a Moderately Tidal, brackish Embayment/Bay in a watershed made up of primarily vegetated uplands."
SOSVAWQ,South Slough,SOS,VAWQ,,43.317217,124.321633,fixed near-bottom,primary,Valino Island,https://cdmo.baruch.sc.edu/dges/?stationCode=SOSVAWQ,Temperate Northern Pacific,Cold Temperate Northeast Pacific,"Oregon, Washington, Vancouver Coast and Shelf",Columbian ,1,Coast Range,1a,Coastal Lowlands,Estuarine,Estuarine Coastal,Lower Water Column,Upper Polyhaline Water,high salinity,Cool Water,Moderately Tidal,Well-mixed Domain,Mixed Semi-diurnal Tidal Flow,Local Estuary Exchange,Convergent Active Continental Margin,Embayment/Bay,Geologic,Channel,Slough,Channel,Tidal Channel/Creek,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,,,,,,Benthic/Attached Biota,Aquatic Vegetation Bed,Submerged Aquatic Vascular Vegetation,Emergent Tidal Marsh,Tidal Forested Wetland,151.9,171.2,4056.3,1359.2,291.5,23.2,205.7,2.43,2.74,64.81,21.72,4.66,0.37,3.29,2.51,2.83,67.01,22.45,4.82,0.38,vegetated uplands,89.63,1.48,"The South Slough Valino Island station is a fixed near-bottom water quality station (SOSVAWQ) in a Channel surrounded by Aquatic Vegetation Bed. The station is located within a Moderately Tidal, high salinity Embayment/Bay in a watershed made up of primarily vegetated uplands."
SOSWIWQ,South Slough,SOS,WIWQ,,43.282417,124.320317,fixed near-bottom,primary,Winchester Arm,https://cdmo.baruch.sc.edu/dges/?stationCode=SOSWIWQ,Temperate Northern Pacific,Cold Temperate Northeast Pacific,"Oregon, Washington, Vancouver Coast and Shelf",Columbian ,1,Coast Range,1a,Coastal Lowlands,Estuarine,Estuarine Coastal,Lower Water Column,Mesohaline Water,brackish,Cool Water,Moderately Tidal,Partially Mixed Domain,Mixed Semi-diurnal Tidal Flow,River,Convergent Active Continental Margin,Embayment/Bay,Geologic,Channel,Slough,Channel,Tidal Channel/Creek,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,,,,,,Benthic/Attached Biota,Aquatic Vegetation Bed,Submerged Aquatic Vascular Vegetation,Emergent Tidal Marsh,Tidal Forested Wetland,151.9,171.2,4056.3,1359.2,291.5,23.2,205.7,2.43,2.74,64.81,21.72,4.66,0.37,3.29,2.51,2.83,67.01,22.45,4.82,0.38,vegetated uplands,89.63,1.48,"The South Slough Winchester Arm station is a fixed near-bottom water quality station (SOSWIWQ) in a Channel surrounded by Aquatic Vegetation Bed. The station is located within a Moderately Tidal, brackish Embayment/Bay in a watershed made up of primarily vegetated uplands."
TJRBRWQ,Tijuana River,TJR,BRWQ,,32.5593611,117.1289722,fixed near-bottom,primary,Boca Rio,https://cdmo.baruch.sc.edu/dges/?stationCode=TJRBRWQ,Temperate Northern Pacific,Warm Temperate Northeast Pacific,Southern California Bight,Californian,85,Southern California/Northern Baja Coast,85e,Diegan Coastal Terraces,Estuarine,Estuarine Coastal,Lower Water Column,Euhaline Water,high salinity,Moderate Water,Moderately Tidal,Partially Mixed Domain,Mixed Semi-diurnal Tidal Flow,Local Ocean Exchange,Transform Continental Margin,Bight,Geologic,Channel,,Channel,Tidal Channel/Creek,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,,,,,,Benthic/Attached Biota,Emergent Wetland,Emergent Tidal Marsh,,,8286.1,517.5,1940.4,361.2,193.2,161.2,21.4,72.17,4.51,16.90,3.15,1.68,1.40,0.19,72.31,4.52,16.93,3.15,1.69,1.41,developed lands,"4,574.61",39.92,"The Tijuana River Boca Rio station is a fixed near-bottom water quality station (TJRBRWQ) in a Channel surrounded by Emergent Wetland. The station is located within a Moderately Tidal, high salinity Bight in a watershed made up of primarily developed lands."
TJROSWQ,Tijuana River,TJR,OSWQ,,32.5683333,117.1312778,fixed near-bottom,primary,Oneonta Slough,https://cdmo.baruch.sc.edu/dges/?stationCode=TJROSWQ,Temperate Northern Pacific,Warm Temperate Northeast Pacific,Southern California Bight,Californian,85,Southern California/Northern Baja Coast,85e,Diegan Coastal Terraces,Estuarine,Estuarine Coastal,Lower Water Column,Euhaline Water,high salinity,Moderate Water,Moderately Tidal,Partially Mixed Domain,Mixed Semi-diurnal Tidal Flow,Local Ocean Exchange,Transform Continental Margin,Bight,Geologic,Channel,,Channel,Tidal Channel/Creek,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,,,,,,Benthic/Attached Biota,Emergent Wetland,Emergent Tidal Marsh,,,8286.1,517.5,1940.4,361.2,193.2,161.2,21.4,72.17,4.51,16.90,3.15,1.68,1.40,0.19,72.31,4.52,16.93,3.15,1.69,1.41,developed lands,"4,574.61",39.92,"The Tijuana River Oneonta Slough station is a fixed near-bottom water quality station (TJROSWQ) in a Channel surrounded by Emergent Wetland. The station is located within a Moderately Tidal, high salinity Bight in a watershed made up of primarily developed lands."
TJRPRWQ,Tijuana River,TJR,PRWQ,,32.5960833,117.1181944,fixed near-bottom,primary,Pond Restored,https://cdmo.baruch.sc.edu/dges/?stationCode=TJRPRWQ,Temperate Northern Pacific,Warm Temperate Northeast Pacific,Southern California Bight,Californian,85,Southern California/Northern Baja Coast,85e,Diegan Coastal Terraces,Estuarine,Estuarine Coastal,Lower Water Column,Euhaline Water,high salinity,Warm Water,Moderately Tidal,Partially Mixed Domain,Mixed Semi-diurnal Tidal Flow,Local Ocean Exchange,Transform Continental Margin,Embayment/Bay,Anthropogenic ,,,Salt Pond Complex,Salt Pond Modifier: Restored,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,,,,,,Benthic/Attached Biota,Emergent Wetland,Emergent Tidal Marsh,,,13414.2,10.2,3971.3,356.2,57.9,291.8,3491.8,62.12,0.05,18.39,1.65,0.27,1.35,16.17,74.10,0.06,21.94,1.97,0.32,1.61,developed lands,"7,732.72",42.72,"The Tijuana River Pond Restored station is a fixed near-bottom water quality station (TJRPRWQ) in a Salt Pond Complex surrounded by Emergent Wetland. The station is located within a Moderately Tidal, high salinity Embayment/Bay in a watershed made up of primarily developed lands."
TJRSBWQ,Tijuana River,TJR,SBWQ,,32.601,117.1158333,fixed near-bottom,primary,South Bay,https://cdmo.baruch.sc.edu/dges/?stationCode=TJRSBWQ,Temperate Northern Pacific,Warm Temperate Northeast Pacific,Southern California Bight,Californian,85,Southern California/Northern Baja Coast,85e,Diegan Coastal Terraces,Estuarine,Estuarine Coastal,Lower Water Column,Euhaline Water,high salinity,Warm Water,Moderately Tidal,Partially Mixed Domain,Mixed Semi-diurnal Tidal Flow,Local Ocean Exchange,Transform Continental Margin,Embayment/Bay,Anthropogenic ,,,Artificial Dike,Artificial Levee,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,,,,,,Benthic/Attached Biota,Mud Flat,Mud Flat,,,13414.2,10.2,3971.3,356.2,57.9,291.8,3491.8,62.12,0.05,18.39,1.65,0.27,1.35,16.17,74.10,0.06,21.94,1.97,0.32,1.61,developed lands,"7,732.72",42.72,"The Tijuana River South Bay station is a fixed near-bottom water quality station (TJRSBWQ) in a Artificial Dike surrounded by Mud Flat. The station is located within a Moderately Tidal, high salinity Embayment/Bay in a watershed made up of primarily developed lands."
WELHTWQ,Wells Reserve,WEL,HTWQ,,43.298347,70.587094,fixed near-bottom,primary,Head of Tide,https://cdmo.baruch.sc.edu/dges/?stationCode=WELHTWQ,Temperate Northern Atlantic,Cold Temperate Northwest Atlantic,Gulf of Maine/Bay of Fundy,Acadian,59,Northeastern Coastal Zone,59f,Gulf of Maine Coastal Lowland,Estuarine,Estuarine Tidal Riverine Coastal,Upper Water Column,Oligohaline Water,brackish,Cool Water,Moderately Tidal,Partially Mixed Domain,Semi-diurnal Tidal Flow,Watershed,Passive Continental Margin,Embayment/Bay,Geologic,Beach,Mainland Beach,Tidal Channel/Creek,Tidal Channel/Creek,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,,,,,,Benthic/Attached Biota,Emergent Wetland,Emergent Tidal Marsh,,,1922.2,159.6,7178.1,2554.0,474.4,135.6,140.1,15.30,1.27,57.13,20.33,3.78,1.08,1.11,15.47,1.28,57.78,20.56,3.82,1.09,vegetated uplands,675.30,5.44,"The Wells Reserve Head of Tide station is a fixed near-bottom water quality station (WELHTWQ) in a Tidal Channel/Creek surrounded by Emergent Wetland. The station is located within a Moderately Tidal, brackish Embayment/Bay in a watershed made up of primarily vegetated uplands."
WELINWQ,Wells Reserve,WEL,INWQ,,43.320089,70.563442,fixed near-bottom,primary,Inlet,https://cdmo.baruch.sc.edu/dges/?stationCode=WELINWQ,Temperate Northern Atlantic,Cold Temperate Northwest Atlantic,Gulf of Maine/Bay of Fundy,Acadian,59,Northeastern Coastal Zone,59f,Gulf of Maine Coastal Lowland,Estuarine,Estuarine Coastal,Lower Water Column,Euhaline Water,high salinity,Cold Water,macrotidal,Well-mixed Domain,Semi-diurnal Tidal Flow,Local Ocean Exchange,Passive Continental Margin,Embayment/Bay,Geologic,Beach,Mainland Beach,Tidal Channel/Creek,Tidal Channel/Creek,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,,,,,,Planktonic Biota,Emergent Wetland,Emergent Tidal Marsh,Mollusk Reef Biota,,1922.2,159.6,7178.1,2554.0,474.4,135.6,140.1,15.30,1.27,57.13,20.33,3.78,1.08,1.11,15.47,1.28,57.78,20.56,3.82,1.09,vegetated uplands,675.30,5.44,"The Wells Reserve Inlet station is a fixed near-bottom water quality station (WELINWQ) in a Tidal Channel/Creek surrounded by Emergent Wetland. The station is located within a macrotidal, high salinity Embayment/Bay in a watershed made up of primarily vegetated uplands."
