"reserve","station","met_stn","latitude","do_pct_trend","domgl_trend","temp_trend","spcond_trend","turb_trend","do_proportion_below2_trend","chla_trend","no23f_mdl_trend","nh4f_mdl_trend","po4f_mdl_trend","temp_median","spcond_median","domgl_median","dopct_median","turb_median","chla_median","nh4f_median","no23f_median","po4f_median","dailyPAR_trend","precp_trend","precp_median","dailyPAR_median","StationName","Ecoregion","NERR_BioRegion","EPAIII_Code","EPAIII_Name","EPAIV_Code","EPAIV_Name","AquaticSystem","AquaticSubsystem","WaterColumn","SalinityRegime","Salinity Class","TempRegime","TidalRegime","ResidualCurrentType","TidalFlowType","PrimaryWaterSource","BioticSetting","BioticClass","BioticSubclass","Dev_TotalArea","Ag_TotalArea","VegUplnd_TotalArea","WetlndPalust_TotalArea","WetlndEst_TotalArea","Bare_TotalArea","Water_TotalArea","Dev_pctTotal","Ag_pctTotal","VegUplnd_pctTotal","WetlndPalust_pctTotal","WetlndEst_pctTotal","Bare_pctTotal","Water_pctTotal","Dev_pctLand","Ag_pctLand","VegUplnd_pctLand","WetlndPalust_pctLand","WetlndEst_pctLand","Bare_pctLand","DominantLandCover","Imp_total_acres","Imp_pctLand","cluster"
"mar","marmb","marcemet",28.1384,-0.112012459160626,-0.00223753941339119,0.0367100672062825,-0.259070684242843,-0.826994566333318,0.005014593203257,0.0326916238974269,0.240058192097141,0.100608561409556,0.0663575104449926,24.4,40.85,7.1,97,17,6.15,0.00275,0.00545,0.023,125.501235590515,0.0745920341215043,43.6,38410.25,"Mesquite Bay","Northern Gulf of Mexico","Louisianan",34,"Western Gulf Coastal Plain","34h","Mid-Coast Barrier Islands and Coastal Marshes","Estuarine","Estuarine Coastal","Lower Water Column","Lower Polyhaline Water","brackish","Warm Water","Microtidal","Well-mixed Domain","Diurnal Tidal Flow","Local Estuary Exchange","Open Water","Open Water","Open Water",1232.67721963665,8503.40710915167,9319.18723154359,10857.2690481131,11762.5631117963,2643.47814064615,44375.336620827,1.38981030575482,9.58736208154425,10.5071321586326,12.2412779071786,13.2619725378594,2.98045027877659,50.0319947302538,2.78140041462953,19.187001822042,21.0277198417489,24.4982321009125,26.5409284726621,5.96471734800497,"estuarine wetlands",349.180204056582,0.787886681827118,"B"
"mar","marsc","marcemet",27.8383,-0.376081024037031,-0.0283526112625668,0.0620132157711401,-0.0313769727386978,0.193543968707387,0.0142759466552661,0.0355016182138491,0.217730780230054,0.127530829876898,0.176840044318115,24.55,48.855,6.7,96.3,7,4.1,0.00395,0.00545,0.00695,125.501235590515,0.0745920341215043,43.6,38410.25,"Ship Channel","Northern Gulf of Mexico","Louisianan",34,"Western Gulf Coastal Plain","34h","Mid-Coast Barrier Islands and Coastal Marshes","Estuarine","Estuarine Open Water","Lower Water Column","Euhaline Water","high salinity","Warm Water","Microtidal","Well-mixed Domain","Diurnal Tidal Flow","Local Ocean Exchange","Open Water","Open Water","Open Water",3718.27140787594,20291.0090856533,21849.9566228195,10310.3089592328,9185.36841020816,4124.66609243202,28090.5458871115,3.81087074761254,20.7963336942714,22.3941050548733,10.5670755309476,9.41411961116165,4.22738623168386,28.7901091294497,5.35160312847575,29.2042768778795,31.4480260833185,14.8393367856118,13.2202415929484,5.93651553176603,"vegetated uplands",1430.97604188749,2.05956344292617,"B"
"nar","narnc","narpcmet",41.62485,0.229859752831322,-0.00249284845449104,0.0384801747041957,0.196999329017038,-0.0148929103857698,0.0138041653221108,0.061662241975521,-0.0654951158496281,0.0128280663604004,-0.0106986725588942,15.4,44.27,7.1,84.1,2,1.675,0.02035,0.003,0.0295,361.349455459475,-0.0398162554275093,80.2,28042,"Nag Creek","Gulf of Maine/Bay of Fundy","Virginian",59,"Northeastern Coastal Zone","59e","Narragansett/Bristol Lowland","Estuarine","Estuarine Coastal","Lower Water Column","Upper Polyhaline Water","high salinity","Moderate Water","Moderately Tidal","Partially Mixed Domain","Semi-diurnal Tidal Flow","Local Estuary Exchange","Benthic/Attached Biota","Emergent Wetland","Emergent Tidal Marsh",7837.92972736655,174.159214465445,2304.2015239715,553.011147848502,314.794171193907,149.885426187145,12102.6743572972,33.4430384254905,0.743106088484676,9.83161405966622,2.35959924502104,1.34317019028639,0.639534193563366,51.6399377974877,69.1542502270669,1.53661110974765,20.330027737548,4.87923120350838,2.77743685411681,1.32244286801216,"developed lands",3974.71408372809,35.0690018778125,"C"
"nar","narpc","narpcmet",41.64055,0.140857902272057,-0.00259233564276624,0.0557273848481473,0.0231577324966489,0.00266968520199612,-0.0208102773774532,0.0329369667131133,-0.00779381825284447,-0.0436939878568687,-0.0334770132131428,11.9,45.22,8.7,95.9,1,2.5175,0.0145,0.004,0.0255,361.349455459475,-0.0398162554275093,80.2,28042,"Potters Cove","Gulf of Maine/Bay of Fundy","Virginian",59,"Northeastern Coastal Zone","59e","Narragansett/Bristol Lowland","Estuarine","Estuarine Coastal","Lower Water Column","Upper Polyhaline Water","high salinity","Cool Water","Moderately Tidal","Partially Mixed Domain","Semi-diurnal Tidal Flow","Local Estuary Exchange","Open Water","Open Water","Open Water",7837.92972736655,174.159214465445,2304.2015239715,553.011147848502,314.794171193907,149.885426187145,12102.6743572972,33.4430384254905,0.743106088484676,9.83161405966622,2.35959924502104,1.34317019028639,0.639534193563366,51.6399377974877,69.1542502270669,1.53661110974765,20.330027737548,4.87923120350838,2.77743685411681,1.32244286801216,"developed lands",3974.71408372809,35.0690018778125,"C"
"nar","nartb","narpcmet",41.578361,-0.155089276202311,-0.0317084245674418,0.0802777151390725,0.0161550672006104,-0.0239632923417032,-0.000502820862881104,0.0325506974501322,-0.0373555771973187,-0.0244641265102926,-0.0386890364137739,11.4,47.405,8.5,93,1,1.8765,0.01195,0.002975,0.020425,361.349455459475,-0.0398162554275093,80.2,28042,"T-Wharf Bottom","Gulf of Maine/Bay of Fundy","Virginian",59,"Northeastern Coastal Zone","59e","Narragansett/Bristol Lowland","Estuarine","Estuarine Coastal","Lower Water Column","Upper Polyhaline Water","high salinity","Cool Water","Moderately Tidal","Partially Mixed Domain","Semi-diurnal Tidal Flow","Local Estuary Exchange","Open Water","Open Water","Open Water",7837.92972736655,174.159214465445,2304.2015239715,553.011147848502,314.794171193907,149.885426187145,12102.6743572972,33.4430384254905,0.743106088484676,9.83161405966622,2.35959924502104,1.34317019028639,0.639534193563366,51.6399377974877,69.1542502270669,1.53661110974765,20.330027737548,4.87923120350838,2.77743685411681,1.32244286801216,"developed lands",3974.71408372809,35.0690018778125,"C"
"nar","narts","narpcmet",41.578361,-0.44784025755973,-0.0537863472091951,0.0630962248555861,0.0292578079370672,-0.0350910041667261,-0.000685278155349432,0.0339420301994967,-0.00185953956146877,-0.00744394930402121,-0.0397737905989037,12.2,46.73,8.55,96.3,1,1.785,0.00815,0.00275,0.01865,361.349455459475,-0.0398162554275093,80.2,28042,"T-Wharf Surface","Gulf of Maine/Bay of Fundy","Virginian",59,"Northeastern Coastal Zone","59e","Narragansett/Bristol Lowland","Estuarine","Estuarine Coastal","Upper Water Column","Upper Polyhaline Water","high salinity","Cool Water","Moderately Tidal","Partially Mixed Domain","Semi-diurnal Tidal Flow","Local Estuary Exchange","Open Water","Open Water","Open Water",7837.92972736655,174.159214465445,2304.2015239715,553.011147848502,314.794171193907,149.885426187145,12102.6743572972,33.4430384254905,0.743106088484676,9.83161405966622,2.35959924502104,1.34317019028639,0.639534193563366,51.6399377974877,69.1542502270669,1.53661110974765,20.330027737548,4.87923120350838,2.77743685411681,1.32244286801216,"developed lands",3974.71408372809,35.0690018778125,"C"
"niw","niwcb","niwolmet",33.3338636,-0.0600567743857379,-0.00755774589602724,0.0333353744078005,-0.0832329075778279,0.257323738878307,-0.0275645270988151,0.0402505537292172,0.00290732409322884,0.0474283885750035,0.00447567288834276,20.8,51.85,6.2,83.9,10,4.885,0.050075,0.007,0.0132208333333333,359.930665967013,0.0243903547791386,88.25,33419.3,"Clambank","Carolinian","Carolinian",75,"Southern Coastal Plain","75j","Sea Islands/Coastal Marsh","Estuarine","Estuarine Coastal","Lower Water Column","Upper Polyhaline Water","high salinity","Warm Water","Moderately Tidal","Well-mixed Domain","Mixed Semi-diurnal Tidal Flow","Local Ocean Exchange","Benthic/Attached Biota","Emergent Wetland","Emergent Tidal Marsh",310.273265067261,0,744.906224810141,2019.17578081106,1285.95435952338,149.537664177851,403.195274063557,6.31529771509679,0,15.1618109233004,41.0982757156681,26.1742971204956,3.04368753362804,8.2066309918111,6.87990623215213,0,16.5173269998923,44.7725975849102,28.5143659104184,3.31580327262693,"palustrine wetlands",73.1330082816311,1.62162937030284,"D"
"niw","niwdc","niwolmet",33.3601486,-0.0103647071317513,-0.0075999367723274,0.04588722284477,-0.085268221526189,0.146463704940757,-0.0449593004592397,0.0293527196348037,0.0201801337512278,0.0402821110106645,0.00599729040432571,21.05,51.25,6.35,85.45,9,5.4875,0.0467,0.00603333333333333,0.0125,359.930665967013,0.0243903547791386,88.25,33419.3,"Debidue Creek","Carolinian","Carolinian",75,"Southern Coastal Plain","75j","Sea Islands/Coastal Marsh","Estuarine","Estuarine Coastal","Lower Water Column","Upper Polyhaline Water","high salinity","Warm Water","Moderately Tidal","Well-mixed Domain","Mixed Semi-diurnal Tidal Flow","Local Ocean Exchange","Benthic/Attached Biota","Emergent Wetland","Emergent Tidal Marsh",310.273265067261,0,744.906224810141,2019.17578081106,1285.95435952338,149.537664177851,403.195274063557,6.31529771509679,0,15.1618109233004,41.0982757156681,26.1742971204956,3.04368753362804,8.2066309918111,6.87990623215213,0,16.5173269998923,44.7725975849102,28.5143659104184,3.31580327262693,"palustrine wetlands",73.1330082816311,1.62162937030284,"D"
"niw","niwol","niwolmet",33.3493511,-0.12807599268113,-0.0147198159470354,0.0452660235217503,-0.0786013735719948,0.140821078135242,0.00346655429279274,0.0343381196017795,0.0120627411280673,0.035389604355834,0.0155818148937851,21.4,51.785,5.9,79.525,11,7.2375,0.051625,0.0057875,0.0151125,359.930665967013,0.0243903547791386,88.25,33419.3,"Oyster Landing","Carolinian","Carolinian",75,"Southern Coastal Plain","75j","Sea Islands/Coastal Marsh","Estuarine","Estuarine Coastal","Lower Water Column","Upper Polyhaline Water","high salinity","Warm Water","Moderately Tidal","Well-mixed Domain","Mixed Semi-diurnal Tidal Flow","Local Ocean Exchange","Benthic/Attached Biota","Emergent Wetland","Emergent Tidal Marsh",310.273265067261,0,744.906224810141,2019.17578081106,1285.95435952338,149.537664177851,403.195274063557,6.31529771509679,0,15.1618109233004,41.0982757156681,26.1742971204956,3.04368753362804,8.2066309918111,6.87990623215213,0,16.5173269998923,44.7725975849102,28.5143659104184,3.31580327262693,"palustrine wetlands",73.1330082816311,1.62162937030284,"D"
"niw","niwta","niwolmet",33.2991461,-0.194373785639604,-0.0210584142947591,0.0449285195258735,-0.267413885006547,-0.756714080969915,-0.0233669440373948,0.0198115404408759,0.050027887233334,0.00884524694636646,0.00413584059648688,20.6,11.63,6.8,77.25,30,7.915,0.09505,0.1351375,0.036075,359.930665967013,0.0243903547791386,88.25,33419.3,"Thousand Acre","Carolinian","Carolinian",75,"Southern Coastal Plain","75j","Sea Islands/Coastal Marsh","Estuarine","Estuarine Coastal","Lower Water Column","Mesohaline Water","brackish","Warm Water","Moderately Tidal","Well-mixed Domain","Mixed Semi-diurnal Tidal Flow","Local Estuary Exchange","Benthic/Attached Biota","Emergent Wetland","Emergent Tidal Marsh",21609.7921789063,28863.8294919472,126362.17787849,135414.283886576,3553.15400566211,1557.97380352403,11540.1345303919,6.57029606490475,8.77583198204641,38.4194772996588,41.1717025867714,1.08030996263768,0.473690309734237,3.50869179424672,6.80921026678857,9.09494559171409,39.8165161340077,42.6688199718247,1.11959303146153,0.49091500420345,"palustrine wetlands",6111.18624849514,1.92562481864721,"A"
"noc","nocec","nocrcmet",33.9399,-0.282748108017997,-0.0269210158690043,0.0454536785234559,-0.193792153146049,0.180085324047775,0.00976828066847801,0.0795376667776356,0.0474862783064858,-0.0691759548971739,-0.00821901924185721,20.4,35.4275,7.4,92.55,10,7.13,0.0491,0.09075,0.0158,52.7791127847061,0.00620206141653051,80.45,35081.05,"East Cribbing","Carolinian","Carolinian",63,"Middle Atlantic Coastal Plain","63g","Carolinian Barrier Islands and Coastal Marshes","Estuarine","Estuarine Coastal","Lower Water Column","Lower Polyhaline Water","brackish","Moderate Water","Moderately Tidal","Partially Mixed Domain","Semi-diurnal Tidal Flow","Estuary","Benthic/Attached Biota","Emergent Wetland","Emergent Tidal Marsh",19198.1321939274,27383.7543786194,117491.673191911,92038.2761768314,2777.29696198969,2071.13142505988,12312.4444015658,7.02526508525311,10.0206692815728,42.9942945045554,33.6800102010185,1.01630966915715,0.757899109166781,4.50555214927632,7.35672622164899,10.4934574806245,45.022821192457,35.2690768511138,1.06426048009183,0.793657774064021,"palustrine wetlands",5973.16708804833,2.288918239496,"D"
"noc","noclc","nocrcmet",34.1722,-0.162131593971592,-0.0263934386053515,0.0717472590474807,0.124599647506524,-0.0764360262616361,-0.00227715481152666,0.0582748041875368,0.0545990121040382,-0.121095062768577,-0.0486312509447225,20.6,50.585,7.2,94.9,5,2.465,0.036,0.00235,0.003,52.7791127847061,0.00620206141653051,80.45,35081.05,"Loosin Creek","Carolinian","Carolinian",63,"Middle Atlantic Coastal Plain","63g","Carolinian Barrier Islands and Coastal Marshes","Estuarine","Estuarine Coastal","Lower Water Column","Euhaline Water","high salinity","Moderate Water","Moderately Tidal","Well-mixed Domain","Semi-diurnal Tidal Flow","Local Ocean Exchange","Benthic/Attached Biota","Emergent Wetland","Emergent Tidal Marsh",5635.83112944377,86.9405024287421,2002.62230914442,827.186716308772,1850.65031090118,399.856758770718,1551.01856332582,45.6190921220917,0.7037376916276,16.2101754840252,6.69564189322769,14.980041999078,3.23663039133728,12.5546804186126,52.1687065019334,0.804774566547972,18.5374992756908,7.65694713597095,17.1307533333853,3.70131918647157,"developed lands",1736.71969982213,16.0761417819644,"B"
"noc","nocrc","nocrcmet",34.156,-0.0986265469962142,-0.0230595825142505,0.0589824533908134,0.237674136569239,-0.192176894852115,0.00827436441349898,0.0437468584988734,0.113238442453065,-0.129588008332574,-0.0438546897015893,20.7,48.045,7,90.9,6,3.5,0.03795,0.00235,0.0033,52.7791127847061,0.00620206141653051,80.45,35081.05,"Research Creek","Carolinian","Carolinian",63,"Middle Atlantic Coastal Plain","63g","Carolinian Barrier Islands and Coastal Marshes","Estuarine","Estuarine Coastal","Lower Water Column","Upper Polyhaline Water","high salinity","Moderate Water","Moderately Tidal","Well-mixed Domain","Semi-diurnal Tidal Flow","Local Estuary Exchange","Benthic/Attached Biota","Emergent Wetland","Emergent Tidal Marsh",5635.83112944377,86.9405024287421,2002.62230914442,827.186716308772,1850.65031090118,399.856758770718,1551.01856332582,45.6190921220917,0.7037376916276,16.2101754840252,6.69564189322769,14.980041999078,3.23663039133728,12.5546804186126,52.1687065019334,0.804774566547972,18.5374992756908,7.65694713597095,17.1307533333853,3.70131918647157,"developed lands",1736.71969982213,16.0761417819644,"B"
"noc","noczb","nocrcmet",33.9547,-0.0359384770169843,-0.00720178113191759,0.0373791355301483,-0.127607873497839,0.629209219728293,0.00683731654835718,0.0874792077691619,0.0336119576115596,-0.0708217091306875,-0.00960074192126468,20.75,35.5,6.7,85.9,15,9.26,0.0533,0.0653,0.0262,52.7791127847061,0.00620206141653051,80.45,35081.05,"Zeke's Basin","Carolinian","Carolinian",63,"Middle Atlantic Coastal Plain","63g","Carolinian Barrier Islands and Coastal Marshes","Estuarine","Estuarine Coastal","Lower Water Column","Lower Polyhaline Water","brackish","Moderate Water","Moderately Tidal","Partially Mixed Domain","Semi-diurnal Tidal Flow","Estuary","Benthic/Attached Biota","Emergent Wetland","Emergent Tidal Marsh",19198.1321939274,27383.7543786194,117491.673191911,92038.2761768314,2777.29696198969,2071.13142505988,12312.4444015658,7.02526508525311,10.0206692815728,42.9942945045554,33.6800102010185,1.01630966915715,0.757899109166781,4.50555214927632,7.35672622164899,10.4934574806245,45.022821192457,35.2690768511138,1.06426048009183,0.793657774064021,"vegetated uplands",5973.16708804833,2.288918239496,"D"
"owc","owcbr","owcowmet",41.348889,-0.0531341109543346,-0.00998910513520324,0.0299507177446842,-0.00524751026881243,-1.47223493980974,-0.00730364016063321,-0.00238248687580581,-0.0664447496254156,-0.00607888471127557,0.0133741097884582,14.9,0.65,8.1,84.7,10,1.77,0.03,2.40525,0.0224375,-3.95803855609362,0.0402228001211319,72.5,24533.1,"Berlin Road","Laurentian Great Lakes","Great Lakes",83,"Eastern Great Lakes Lowlands","83a","Erie/Ontario Lake Plain","Riverine","Riverine >3rd order","Fluvial/Riverine","Fresh Water","fresh","Cold","Atidal","Riverine/Lacustrine","Atidal","Watershed","Benthic/Attached Biota","Upland","Open Field/Prarie",531.936770060753,3641.27689892035,6047.85955855662,736.281726970007,23.1609498470519,283.843352329469,174.993843288739,4.65005988898104,31.831143484232,52.8688948203802,6.43639304194348,0.20246730426659,2.48128849462772,1.52975296556894,4.72229940415921,32.3256460127514,53.6902225927128,6.5363835633447,0.205612670186351,2.51983575684553,"vegetated uplands",169.897251931645,1.50827266833511,"A"
"owc","owcdr","owcowmet",41.365,-1.42321559010623,-0.143303556228095,0.00622657103102612,-0.00705774831675038,0.141157768402153,0.0722646361735853,0.0526683039875651,-0.0185994428796544,0.0105851599787516,0.0217284288621659,15.7,0.63,6.7,68.8,17,3.665,0.036,1.922,0.016,-3.95803855609362,0.0402228001211319,72.5,24533.1,"Darrow Road","Laurentian Great Lakes","Great Lakes",83,"Eastern Great Lakes Lowlands","83a","Erie/Ontario Lake Plain","Lacustrine","Lacustrine Littoral","Lower Water Column","Fresh Water","fresh","Cool","Atidal, Seiche >20cm","Riverine/Lacustrine","Atidal, Seiche","Watershed","Open Water","Open Water","Upland Forest (riparian buffer only)",531.936770060753,3641.27689892035,6047.85955855662,736.281726970007,23.1609498470519,283.843352329469,174.993843288739,4.65005988898104,31.831143484232,52.8688948203802,6.43639304194348,0.20246730426659,2.48128849462772,1.52975296556894,4.72229940415921,32.3256460127514,53.6902225927128,6.5363835633447,0.205612670186351,2.51983575684553,"vegetated uplands",169.897251931645,1.50827266833511,"A"
"owc","owcol","owcowmet",41.381667,-0.694836756610929,-0.068182925976686,0.00837738763975547,-0.00657676748346143,-1.73457525443965,0.0324265624718256,0.0602831446644954,-0.0838277396574166,-0.0556763051170748,-0.0340131559505138,16.8,0.5,7.85,82.5,30,17.355,0.0735,1.231,0.00925,-3.95803855609362,0.0402228001211319,72.5,24533.1,"Lower Estuary","Laurentian Great Lakes","Great Lakes",83,"Eastern Great Lakes Lowlands","83a","Erie/Ontario Lake Plain","Lacustrine","Lacustrine Littoral","Lower Water Column","Fresh Water","fresh","Cool","Atidal, Seiche >20cm","Riverine/Lacustrine","Atidal, Seiche","Watershed","Benthic/Attached Biota","Aquatic Vegetation Bed","Floating Aquatic Vascular Vegetation",531.936770060753,3641.27689892035,6047.85955855662,736.281726970007,23.1609498470519,283.843352329469,174.993843288739,4.65005988898104,31.831143484232,52.8688948203802,6.43639304194348,0.20246730426659,2.48128849462772,1.52975296556894,4.72229940415921,32.3256460127514,53.6902225927128,6.5363835633447,0.205612670186351,2.51983575684553,"vegetated uplands",169.897251931645,1.50827266833511,"A"
"owc","owcwm","owcowmet",41.3825,-0.525108721744016,-0.0541103918921887,0.00757149817400018,-0.00610095180144616,-2.50791458833664,0.0333525376188179,0.0495051544195521,-0.078976867931171,-0.0661606487985291,-0.0368361897395915,16.7,0.48,7.8,81.2,30,15.5525,0.0808333333333333,1.08725,0.00895,-3.95803855609362,0.0402228001211319,72.5,24533.1,"State Route 6","Laurentian Great Lakes","Great Lakes",83,"Eastern Great Lakes Lowlands","83a","Erie/Ontario Lake Plain","Lacustrine","Lacustrine Littoral","Lower Water Column","Fresh Water","fresh","Moderate","Atidal, Seiche >20cm","Riverine/Lacustrine","Atidal, Seiche","Watershed","Benthic/Attached Biota","Aquatic Vegetation Bed","Floating Aquatic Vascular Vegetation",531.936770060753,3641.27689892035,6047.85955855662,736.281726970007,23.1609498470519,283.843352329469,174.993843288739,4.65005988898104,31.831143484232,52.8688948203802,6.43639304194348,0.20246730426659,2.48128849462772,1.52975296556894,4.72229940415921,32.3256460127514,53.6902225927128,6.5363835633447,0.205612670186351,2.51983575684553,"vegetated uplands",169.897251931645,1.50827266833511,"A"
"pdb","pdbbp","pdbpfmet",48.556322,0.128639974055926,0.00605089479511039,0.0147705818346615,-0.0202076652340747,-0.048300158398397,-0.012967019200927,0.0177797084587725,-0.0190504008939116,-0.0178077217106099,-0.00879065314226207,10.9,44.93,9.5,102.2,2,1.70916666666667,0.01745,0.1218,0.0511,200.272631554426,-0.0303032437267222,50,21178.875,"Ploeg Channel","Puget Trough/Georgia Basin","Columbian",2,"Puget Lowland","2b","Eastern Puget Riverine Lowlands","Estuarine","Estuarine Coastal","Lower Water Column","Upper Polyhaline Water","high salinity","Cool Water","Moderately Tidal","Well-mixed Domain","Mixed Semi-diurnal Tidal Flow","Marine","Benthic/Attached Biota","Aquatic Vegetation Bed","Submerged Aquatic Vascular Vegetation",1670.37048506601,5783.62998356692,1113.60350750977,260.12598326702,9.59823146815826,41.5923363619581,11.8934607322348,18.7875990581489,65.0517488206512,12.525326803781,2.92578366411592,0.107956723435483,0.46781246821974,0.133772461647773,18.8127653574716,65.138886712897,12.5421046859618,2.92970279967,0.108101333250046,0.468439110749511,"agricultural lands",663.712906906871,7.47515314356797,"C"
"pdb","pdbby","pdbpfmet",48.496139,-0.0426501105726853,-0.00681720793961753,0.0172520185140014,-0.0227168968232732,-0.0237833626693358,-0.00587480514425507,0.0146266547558941,-0.0335187468294373,-0.020952410360759,-0.00201726633795138,10.25,45.395,8.7,93,2,1.9075,0.015725,0.204625,0.057125,200.272631554426,-0.0303032437267222,50,21178.875,"Bayview Channel","Puget Trough/Georgia Basin","Columbian",2,"Puget Lowland","2b","Eastern Puget Riverine Lowlands","Estuarine","Estuarine Coastal","Lower Water Column","Upper Polyhaline Water","high salinity","Cool Water","Moderately Tidal","Well-mixed Domain","Mixed Semi-diurnal Tidal Flow","Marine","Benthic/Attached Biota","Aquatic Vegetation Bed","Submerged Aquatic Vascular Vegetation",1670.37048506601,5783.62998356692,1113.60350750977,260.12598326702,9.59823146815826,41.5923363619581,11.8934607322348,18.7875990581489,65.0517488206512,12.525326803781,2.92578366411592,0.107956723435483,0.46781246821974,0.133772461647773,18.8127653574716,65.138886712897,12.5421046859618,2.92970279967,0.108101333250046,0.468439110749511,"agricultural lands",663.712906906871,7.47515314356797,"C"
"pdb","pdbgs","pdbpfmet",48.5575,-0.12286531522095,-0.0131118686352382,0.0114765949087061,-0.0391906720147773,0.0140577947536235,0,0.00990608426206772,-0.0060026974357297,-0.0216158945565589,-0.0132567983509022,10.65,45.54,8.7,92.6,1,1.78416666666667,0.0115,0.246966666666667,0.05565,200.272631554426,-0.0303032437267222,50,21178.875,"Gong Surface","Puget Trough/Georgia Basin","Columbian",2,"Puget Lowland","2b","Eastern Puget Riverine Lowlands","Marine","Marine Nearshore","Upper Water Column","Upper Polyhaline Water","high salinity","Cool Water","Moderately Tidal","Salt Wedge Domain","Mixed Semi-diurnal Tidal Flow","Marine","Open Water","Open Water","Open Water",1670.37048506601,5783.62998356692,1113.60350750977,260.12598326702,9.59823146815826,41.5923363619581,11.8934607322348,18.7875990581489,65.0517488206512,12.525326803781,2.92578366411592,0.107956723435483,0.46781246821974,0.133772461647773,18.8127653574716,65.138886712897,12.5421046859618,2.92970279967,0.108101333250046,0.468439110749511,"agricultural lands",663.712906906871,7.47515314356797,"C"
"rkb","rkbfb","rkbuhmet",25.8922,0.0774456244029992,-0.000719572716696177,0.0432122322080132,0.00924875003171601,-0.252781732757388,-0.00801621484482715,0.0181858352263869,-0.0533911402003195,0.0427415831321981,0.0281222585842892,27.1,45.98,5.2,77.15,8,4.6525,0.027,0.0055,0.01325,-129.700423526329,0.0423810823211869,75,35313.9,"Fakahatchee Bay","Floridian","West Indian",76,"Southern Florida Coastal Plain","76d","Southern Coast and Islands","Estuarine","Estuarine Coastal","Lower Water Column","Upper Polyhaline Water","high salinity","Very Warm Water","Moderately Tidal","Well-mixed Domain","Semi-diurnal Tidal Flow","Local Estuary Exchange","Open Water","Open Water","Open Water",413.349924747292,5681.59660992387,640.577621895342,23153.8555020282,9959.69530104255,10.780622301168,5824.10948150391,0.904803083911968,12.4367414300263,1.40219357274649,50.6826749164043,21.8012934893267,0.0235982631678243,12.7486952444164,1.03700808423047,14.2539317490612,1.60707461816697,58.0881570291485,24.9867822038862,0.0270463155066046,"palustrine wetlands",144.335005407337,0.362106192559159,"D"
"rkb","rkbfu","rkbuhmet",25.9005,-0.229956218951971,-0.0272795074919303,0.0657428335248244,-0.0577824277453532,-0.0293842017043449,0.00338547983148323,0.00765656511676815,-0.0125024573064682,0.0496644007178936,0.0410142486450928,26.95,42.2375,5,73.7,7,2.6,0.03175,0.0165,0.0105,-129.700423526329,0.0423810823211869,75,35313.9,"Faka Union Bay","Floridian","West Indian",76,"Southern Florida Coastal Plain","76d","Southern Coast and Islands","Estuarine","Estuarine Coastal","Lower Water Column","Lower Polyhaline Water","brackish","Very Warm Water","Moderately Tidal","Well-mixed Domain","Mixed Semi-diurnal Tidal Flow","Watershed","Open Water","Open Water","Open Water",2598.26907938577,5440.52798479038,1133.00862765198,29313.4162181002,4717.73942378951,221.107085776896,2277.91071603571,5.68524411531618,11.9043596966695,2.47912376899919,64.1403649745024,10.3228339626145,0.483801992734707,4.98427148916353,5.9834768458022,12.5288306296697,2.60917198431673,67.5049973091426,10.8643422772232,0.509180953845478,"palustrine wetlands",720.585259137581,1.6594144338951,"D"
"rkb","rkblh","rkbuhmet",26.02749,0.0977724784676845,0.00346578748253975,0.0535195448612508,-0.176990535601946,-0.209816413611281,-0.00863163700871913,0.0135448726109517,-0.0428989026889668,0.0263560077524811,0.0214914673355264,27.1,50.53,5.4,81.7,8,4,0.022,0.0065,0.008,-129.700423526329,0.0423810823211869,75,35313.9,"Lower Henderson Creek","Floridian","West Indian",76,"Southern Florida Coastal Plain","76d","Southern Coast and Islands","Estuarine","Estuarine Coastal","Lower Water Column","Upper Polyhaline Water","high salinity","Very Warm Water","Moderately Tidal","Well-mixed Domain","Mixed Semi-diurnal Tidal Flow","Local Estuary Exchange","Benthic/Attached Biota","Scrub-Shrub Wetland","Mangrove Shrubland",9200.11351942477,2386.76022507415,889.366563646346,15064.0765272305,14058.627004754,342.75423677538,6787.47980081479,18.8800918055941,4.8980104508708,1.82512121562589,30.9138737473306,28.8505318928886,0.703386044466993,13.928984843223,21.9354817312243,5.69066188187644,2.1204829666543,35.9167063279334,33.5194511652242,0.817215927087402,"palustrine wetlands",3487.40205824623,8.31488046061381,"B"
