"station","year","month","po4f","nh4f","no2f","no3f","no23f","chla_n","po4f_cens","nh4f_cens","no2f_cens","no3f_cens","no23f_cens","chla_n_cens"
"pdbbpnut",2013,1,0.0703,0.01675,0.00305,0.36325,0.3663,,0,0,0,0,0,
"pdbbpnut",2013,2,,,,,,1.325,,,,,,0
"pdbbpnut",2013,3,0.0499,0.0102,0.00425,,,1.285,0,0,0,,,0
"pdbbpnut",2013,4,0.03255,0.00755,0.002,0.05015,0.05215,1.495,0,0,0,0,0,0
"pdbbpnut",2013,5,0.0409,0.0038,0.00055,0.0021,0.00215,3.36,0,0,0,1,1,0
"pdbbpnut",2013,6,,,,,,2.54,,,,,,0
"pdbbpnut",2013,7,0.1315,0.00875,7e-04,0.0021,0.0021,2.955,0,0,0,1,1,0
"pdbbpnut",2013,8,0.04,0.0089,0.0014,0.0152,0.0166,4.625,0,0,0,0,0,0
"pdbbpnut",2013,9,0.0507,0.00645,0.002,0.0054,0.00745,1.485,0,0,0,0,0,0
"pdbbpnut",2013,10,0.0202,0.01235,0.001,0.00255,0.0035,2.005,0,0,0,0,0,0
"pdbbpnut",2013,11,0.0576,,0.0094,0.27035,0.2797,1.115,0,,0,0,0,0
"pdbbpnut",2013,12,,,,,,0.465,,,,,,0
"pdbbpnut",2014,1,0.0666,0.0264,0.0045,0.3807,0.3852,0.76,0,0,0,0,0,0
"pdbbpnut",2014,2,,0.00655,0.0043,0.3625,0.3668,0.545,,0,0,0,0,0
"pdbbpnut",2014,3,,,,,,1.005,,,,,,0
"pdbbpnut",2014,4,,0.0211,0.00625,0.30905,0.3153,2.58,,0,0,0,0,0
"pdbbpnut",2014,5,,0.0145,0.0014,0.0277,0.0291,1.205,,0,0,0,0,0
"pdbbpnut",2014,6,,,,,,3.025,,,,,,0
"pdbbpnut",2014,7,0.0144,0.0017,4e-04,,0.0048,20.41,0,1,0,,1,0
"pdbbpnut",2014,8,,,,,,1.84,,,,,,0
"pdbbpnut",2014,9,0.0366,0.00675,0.002,0.0186,0.0206,5.24,0,0,0,0,0,0
"pdbbpnut",2014,10,,,,,,2.405,,,,,,0
"pdbbpnut",2014,11,,,,,,1.335,,,,,,0
"pdbbpnut",2014,12,,,,,,0.57,,,,,,0
"pdbbpnut",2015,1,0.06685,0.0082,0.0037,0.34535,0.34905,0.73,0,0,0,0,0,0
"pdbbpnut",2015,2,0.04625,0.01465,0.0037,0.2052,0.20895,1.035,0,0,0,0,0,0
"pdbbpnut",2015,3,0.0237,0.01285,0.00145,0.01385,0.0153,2.725,0,0,0,0,0,0
"pdbbpnut",2015,4,,,,,,5.67,,,,,,0
"pdbbpnut",2015,5,,,,,,2.75,,,,,,0
"pdbbpnut",2015,6,,,,,,7.285,,,,,,0
"pdbbpnut",2015,7,0.06395,0.0055,0.00035,5e-04,0.002,1.89,0,0,0,0,1,0
"pdbbpnut",2015,8,,,,,,3.67,,,,,,0
"pdbbpnut",2015,9,0.03735,0.00365,5e-04,0.00795,0.00845,1.945,0,0,0,0,0,0
"pdbbpnut",2015,10,0.03855,0.02515,0.00345,0.02065,0.0241,3.42,0,0,0,0,0,0
"pdbbpnut",2015,11,0.0658,0.07295,0.0106,0.2613,0.27195,1.115,0,0,0,0,0,0
"pdbbpnut",2015,12,0.06975,0.0268,0.0043,0.3651,0.36945,0.455,0,0,0,0,0,0
"pdbbpnut",2016,1,0.06585,0.0205,0.00355,0.3407,0.34425,0.715,0,0,0,0,0,0
"pdbbpnut",2016,2,0.0594,0.0182,0.004,0.31275,0.3167,0.6,0,0,0,0,0,0
"pdbbpnut",2016,3,0.04235,0.01795,0.0036,0.15675,0.1604,1.445,0,0,0,0,0,0
"pdbbpnut",2016,4,0.0386,0.00915,0.0041,0.121,0.1251,2.585,0,0,0,0,0,0
"pdbbpnut",2016,5,0.0381,0.0061,0.0014,0.0256,0.027,4.225,0,0,0,0,0,0
"pdbbpnut",2016,6,0.03205,0.00785,0.00185,0.02515,0.027,2.34,0,0,0,0,0,0
"pdbbpnut",2016,7,0.0407,0.00385,2e-04,,0.0064,2.765,0,0,1,,1,0
"pdbbpnut",2016,8,0.0609,0.0055,6e-04,,0.0064,5.365,0,0,0,,1,0
"pdbbpnut",2016,9,0.04445,0.00665,,,0.0064,1.46,0,0,,,1,0
"pdbbpnut",2016,10,0.029,0.01095,0.0012,,0.0064,1.35,0,0,0,,1,0
"pdbbpnut",2016,11,0.06665,0.0571,0.0106,0.3033,0.3139,0.9,0,0,0,0,0,0
"pdbbpnut",2016,12,0.06865,0.0191,0.00525,0.3477,0.35295,0.645,0,0,0,0,0,0
"pdbbpnut",2017,1,0.0652,0.0197,0.0046,0.3343,0.33895,0.61,0,0,0,0,0,0
"pdbbpnut",2017,2,0.0627,0.0175,0.0035,0.3527,0.3562,1.205,0,0,0,0,0,0
"pdbbpnut",2017,3,0.04,0.0169,0.0039,0.21165,0.21555,2.35,0,0,0,0,0,0
"pdbbpnut",2017,4,0.03315,0.0141,0.003,0.1038,0.1068,2.43,0,0,0,0,0,0
"pdbbpnut",2017,5,0.0281,7e-04,0.00185,0.0549,0.0568,0.905,0,1,0,0,0,0
"pdbbpnut",2017,6,0.0566,0.01805,0.0011,0.0032,0.00415,2.32,0,0,0,0,1,0
"pdbbpnut",2017,7,0.0359,7e-04,0.00045,,0.004,1.57,0,1,0,,1,0
"pdbbpnut",2017,8,0.06435,,9e-04,0.0071,0.00805,2.4,0,,0,0,0,0
"pdbbpnut",2017,9,0.0713,0.0244,0.0013,0.0057,0.00705,1.835,0,0,0,0,0,0
"pdbbpnut",2017,10,0.0511,0.117,0.00925,0.2389,0.24815,1.705,0,0,0,0,0,0
"pdbbpnut",2017,11,0.05455,0.01555,0.00815,0.32615,0.3343,0.72,0,0,0,0,0,0
"pdbbpnut",2017,12,,,,,,0.495,,,,,,0
"pdbbpnut",2018,1,,0.0263,0.0045,0.35005,0.35455,0.59,,0,0,0,0,0
"pdbbpnut",2018,2,0.0635,0.02025,0.00435,0.3618,0.36615,0.41,0,0,0,0,0,0
"pdbbpnut",2018,3,0.0495,0.0132,0.0038,0.2457,0.2495,0.65,0,0,0,0,0,0
"pdbbpnut",2018,4,0.04735,0.016,0.0038,0.21525,0.21905,1.235,0,0,0,0,0,0
"pdbbpnut",2018,5,0.03495,0.0086,0.00065,,0.0052,4.81,0,0,0,,1,0
"pdbbpnut",2018,6,0.0234,0.0034,4e-04,,0.0052,,0,1,1,,1,
"pdbbpnut",2018,7,0.00965,0.0147,4e-04,,0.0052,113.96,0,0,1,,1,0
"pdbbpnut",2018,8,0.04185,0.0192,0.0021,0.02015,0.02225,1.495,0,0,0,0,0,0
"pdbbpnut",2018,9,0.0553,0.0109,0.00195,0.028,0.02995,2.385,0,0,0,0,0,0
"pdbbpnut",2018,10,,,,,,3.98,,,,,,0
"pdbbpnut",2018,11,,,,,,0.935,,,,,,0
"pdbbpnut",2018,12,0.06355,0.02235,0.00425,0.34935,0.35365,0.795,0,0,0,0,0,0
"pdbbpnut",2019,1,0.06715,0.0201,0.0053,0.3615,0.3668,1.09,0,0,0,0,0,0
"pdbbpnut",2019,2,0.058,0.01125,0.0036,0.3235,0.32705,0.88,0,0,0,0,0,0
"pdbbpnut",2019,3,0.02325,0.01235,0.0016,0.02655,0.02815,1.775,0,0,0,0,0,0
"pdbbpnut",2019,4,0.0273,0.0174,0.0025,0.04575,0.0483,2.27,0,0,0,0,0,0
"pdbbpnut",2019,5,0.0319,0.00825,0.00105,0.00765,0.0134,2.05,0,0,0,0,1,0
"pdbbpnut",2019,6,0.0493,0.0169,0.00125,0.0015,0.0134,4.21,0,0,0,0,1,0
"pdbbpnut",2019,7,0.0476,0.0112333333333333,0.00153333333333333,0.00756666666666667,0.0134,3.24333333333333,0,0,0,0,1,0
"pdbbpnut",2019,8,0.0534,0.0237,0.002,0.03795,0.0399,4.225,0,0,0,0,0,0
"pdbbpnut",2019,9,0.03225,0.00525,0.00145,0.0041,0.0134,,0,1,0,0,1,
"pdbbpnut",2019,10,0.0571,0.02775,0.0067,0.2155,0.2222,2.74,0,0,0,0,0,0
"pdbbpnut",2019,11,0.06175,0.0197,0.0041,0.34435,0.34835,3.095,0,0,0,0,0,0
"pdbbpnut",2019,12,,,,,,0.835,,,,,,0
"pdbbpnut",2020,1,0.0664,0.01745,0.0029,0.3801,0.38295,0.805,0,0,0,0,0,0
"pdbbpnut",2020,2,0.06515,0.01425,0.0046,0.3701,0.37465,1.545,0,0,0,0,0,0
"pdbbpnut",2020,3,,,,,,,,,,,,
"pdbbpnut",2020,4,,,,,,,,,,,,
"pdbbpnut",2020,5,,,,,,,,,,,,
"pdbbpnut",2020,6,0.0321,0.0142,0.0021,0.00475,0.0143,3.98,0,0,1,0,1,0
"pdbbpnut",2020,7,0.04925,0.0109,0.0021,0.001,0.0143,8.35,0,0,1,0,1,0
"pdbbpnut",2020,8,0.01885,0.0041,0.0021,0.00075,0.0143,14.895,0,1,1,0,1,0
"pdbbpnut",2020,9,,,,,,32.16,,,,,,0
"pdbbpnut",2020,10,,,,,,3.38,,,,,,0
"pdbbpnut",2020,11,0.04775,0.05035,0.00865,0.28295,0.2916,2.465,0,0,0,0,0,0
"pdbbpnut",2020,12,0.06775,0.0374,0.0049,0.35205,0.3569,1.22,0,0,0,0,0,0
"pdbbpnut",2021,1,,,,,,0.505,,,,,,0
"pdbbpnut",2021,2,0.0576,0.0186,0.00375,0.3458,0.3496,0.8,0,0,0,0,0,0
"pdbbpnut",2021,3,0.054,0.01725,0.00385,0.2817,0.28555,1.145,0,0,0,0,0,0
"pdbbpnut",2021,4,0.0323,0.0152,0.0021,0.04435,0.0461,2.175,0,0,1,0,0,0
"pdbbpnut",2021,5,,,,0.1234,,1.41,,,,0,,0
"pdbbpnut",2021,6,0.034,0.01545,0.0021,0.0037,0.0143,2.675,0,0,1,0,1,0
"pdbbpnut",2021,7,0.0415,0.00545,0.00255,0.04835,0.0509,2.085,0,0,0,0,0,0
"pdbbpnut",2021,8,0.04885,0.0207,0.0027,0.034,0.03665,2.53,0,0,0,0,0,0
"pdbbpnut",2021,9,0.0332,0.0112,0.0022,0.01415,0.0163,3.85,0,0,0,0,0,0
"pdbbpnut",2021,10,0.05005,0.04255,0.00635,0.1796,0.186,1.625,0,0,0,0,0,0
"pdbbpnut",2021,11,,,,,,2.01,,,,,,0
"pdbbpnut",2021,12,,,,,,0.445,,,,,,0
"pdbbpnut",2022,1,0.06825,0.0352,0.0042,0.3805,0.3847,0.335,0,0,0,0,0,0
"pdbbpnut",2022,2,0.06645,0.018,0.00405,0.3639,0.36795,0.575,0,0,0,0,0,0
"pdbbpnut",2022,3,0.0532,0.02175,0.0038,0.30095,0.30475,1.11,0,0,0,0,0,0
"pdbbpnut",2022,4,0.0404,0.0179,0.00485,0.19605,0.20095,1.645,0,0,0,0,0,0
"pdbbpnut",2022,5,0.0376,0.023,0.00185,0.0492,0.051,1.04,0,0,0,0,0,0
"pdbbpnut",2022,6,0.03265,0.0203,0.0013,0.00655,0.0079,3.375,0,0,0,0,0,0
"pdbbpnut",2022,7,0.0499,0.0288,9e-04,0.00275,0.0042,3.85,0,0,0,0,1,0
"pdbbpnut",2022,8,0.04315,0.0027,0.00105,0.00335,0.0045,6.99,0,0,0,0,1,0
"pdbbpnut",2022,9,,,,,,4.9,,,,,,0
"pdbbpnut",2022,10,0.0388,0.0287,0.0033,0.0183,0.0216,2.83,0,0,0,0,0,0
"pdbbpnut",2022,11,0.065,0.04705,0.00665,0.35685,0.36345,0.785,0,0,0,0,0,0
"pdbbpnut",2022,12,0.07065,0.0228,0.005,0.37825,0.3833,0.505,0,0,0,0,0,0
"pdbbpnut",2023,1,0.0732,0.02655,0.00545,0.38805,0.3935,0.305,0,0,0,0,0,0
"pdbbpnut",2023,2,0.07045,0.01175,0.00525,0.37565,0.38085,0.715,0,0,0,0,0,0
"pdbbpnut",2023,3,,,,,,0.605,,,,,,0
"pdbbpnut",2023,4,,,,,,0.875,,,,,,0
"pdbbpnut",2023,5,0.05135,0.02535,0.00395,0.1197,0.12365,0.895,0,0,0,0,0,0
"pdbbpnut",2023,6,,,,,,4.06,,,,,,0
"pdbbpnut",2023,7,,,,,,2.28,,,,,,0
"pdbbpnut",2023,8,0.0582,0.023,0.00265,0.01495,0.01765,2.36,0,0,0,0,0,0
"pdbbpnut",2023,9,,,,,,2.53,,,,,,0
"pdbbpnut",2023,10,,,,,,,,,,,,
"pdbbpnut",2023,11,,,,,,1.055,,,,,,0
"pdbbpnut",2023,12,,,,,,0.84,,,,,,0
"pdbbynut",2002,2,0.06855,0.01195,0.00305,0.35345,0.3565,0.355,0,0,0,0,0,0
"pdbbynut",2002,3,0.05595,0.015,0.0035,0.27725,0.28075,1.16,0,0,0,0,0,0
"pdbbynut",2002,4,0.05335,0.023875,0.00355,0.226025,0.229575,1.175,0,0,0,0,0,0
"pdbbynut",2002,5,0.0466,0.0342,0.0028,0.1436,0.1464,2.42,0,0,0,0,0,0
"pdbbynut",2002,6,0.026125,0.021325,0.002975,0.120625,0.1236,11.815,0,0,0,0,0,0
"pdbbynut",2002,7,0.05505,0.02525,0.00315,0.16685,0.17,3.415,0,0,0,0,0,0
"pdbbynut",2002,8,0.04865,0.027725,0.00245,0.078375,0.080825,24.0175,0,0,0,0,0,0
"pdbbynut",2002,9,0.0507,0.0256,0.003825,0.1306,0.134425,1.58,0,0,0,0,0,0
"pdbbynut",2002,10,0.065075,0.034725,0.0061,0.24285,0.24895,0.9175,0,0,0,0,0,0
"pdbbynut",2002,11,0.07435,0.02245,0.0066,0.38375,0.39035,2.355,0,0,0,0,0,0
"pdbbynut",2002,12,0.0774,0.0147,0.00395,0.41085,0.4148,0.445,0,0,0,0,0,0
"pdbbynut",2003,1,0.07365,0.0103,0.00325,0.38715,0.3904,0.505,0,0,0,0,0,0
"pdbbynut",2003,2,0.06865,0.00815,0.0034,0.3621,0.3655,0.6575,0,0,0,0,0,0
"pdbbynut",2003,3,0.06435,0.02,0.0043,0.3077,0.312,0.695,0,0,0,0,0,0
"pdbbynut",2003,4,0.044225,0.01645,0.00365,0.132675,0.136325,1.4625,0,0,0,0,0,0
"pdbbynut",2003,5,0.0419,0.0165,0.0028,0.0916,0.0944,1.23,0,0,0,0,0,0
"pdbbynut",2003,6,0.040375,0.01435,0.00205,0.050275,0.052325,4.665,0,0,0,0,0,0
"pdbbynut",2003,7,0.035475,0.0131,0.002625,0.06875,0.071375,6.8725,0,0,0,0,0,0
"pdbbynut",2003,8,0.045875,0.018925,0.0031,0.090275,0.093375,6.5975,0,0,0,0,0,0
"pdbbynut",2003,9,0.059275,0.0249,0.00485,0.1769,0.18175,3.0725,0,0,0,0,0,0
"pdbbynut",2003,10,0.06935,0.0293666666666667,0.0057,0.282116666666667,0.287816666666667,1.65166666666667,0,0,0,0,0,0
"pdbbynut",2003,11,0.07525,0.0168,0.0067,0.3603,0.367,0.125,0,0,0,0,0,0
"pdbbynut",2003,12,0.076825,0.01395,0.0046,0.39325,0.39785,0.315,0,0,0,0,0,0
"pdbbynut",2004,1,0.074675,0.009775,0.00325,0.381625,0.384875,0.26,0,0,0,0,0,0
"pdbbynut",2004,2,0.07305,0.0092,0.0032,0.38505,0.38825,0.54,0,0,0,0,0,0
"pdbbynut",2004,3,0.0488,0.022775,0.00335,0.193325,0.196675,0.855,0,0,0,0,0,0
"pdbbynut",2004,4,0.034875,0.015525,0.0018,0.032675,0.034475,2.9875,0,0,0,0,0,0
"pdbbynut",2004,5,0.040925,0.0139,0.00275,0.061725,0.064475,1.875,0,0,0,0,0,0
"pdbbynut",2004,6,0.040975,0.008525,0.00185,0.0383666666666667,0.03095,2.325,0,0,0,0,1,0
"pdbbynut",2004,7,0.04745,0.01585,0.002225,0.046625,0.04885,6.82,0,0,0,0,0,0
"pdbbynut",2004,8,0.0551,0.0294,0.0032,0.070975,0.074175,0.865,0,0,0,0,0,0
"pdbbynut",2004,9,0.06155,0.044475,0.006375,0.1969,0.203275,0.79,0,0,0,0,0,0
"pdbbynut",2004,10,0.0624,0.03655,0.00615,0.2549,0.26105,1.4425,0,0,0,0,0,0
"pdbbynut",2004,11,0.07005,0.0167,0.0063,0.3351,0.3414,0.5825,0,0,0,0,0,0
"pdbbynut",2004,12,0.0744,0.00805,0.00405,0.3197,0.32375,0.34,0,0,0,0,0,0
"pdbbynut",2005,2,0.06635,0.0208,0.004125,0.34685,0.350975,0.4275,0,0,0,0,0,0
"pdbbynut",2005,3,0.0535,0.008275,0.00325,0.221,0.22425,2.4775,0,0,0,0,0,0
"pdbbynut",2005,4,0.03,0.0209,0.00195,0.0273,0.02925,1.96,0,0,0,0,0,0
"pdbbynut",2005,5,0.03605,0.01625,0.001375,0.0349,0.01955,3.1975,0,0,0,0,1,0
"pdbbynut",2005,6,0.0473,0.02605,0.00235,0.061075,0.063425,2.8025,0,0,0,0,0,0
"pdbbynut",2005,7,0.0327,0.025925,0.004025,0.0627,0.066725,2.58,0,0,0,0,0,0
"pdbbynut",2005,8,0.0514,0.015025,0.00175,0.09495,0.054475,4.34,0,0,1,0,0,0
"pdbbynut",2005,9,0.0559,0.02605,0.00405,0.1342,0.13825,2.1925,0,0,0,0,0,0
"pdbbynut",2005,10,0.0644,0.032525,0.00695,0.27495,0.2819,1.23,0,0,0,0,0,0
"pdbbynut",2005,11,0.074275,0.01445,0.005075,0.3896,0.394675,0.695,0,0,0,0,0,0
"pdbbynut",2005,12,0.0774,0.03035,0.0043,0.35535,0.35965,0.55,0,0,0,0,0,0
"pdbbynut",2006,1,0.0756,0.01075,0.003625,0.3896,0.393225,0.38,0,0,0,0,0,0
"pdbbynut",2006,2,0.0748,0.0168,0.0027,0.39445,0.39715,0.4,0,0,0,0,0,0
"pdbbynut",2006,3,0.0462,0.012425,0.0026,0.19805,0.20065,1.315,0,0,0,0,0,0
"pdbbynut",2006,4,0.028375,0.012,0.00145,0.035425,0.036875,4.5925,0,0,0,0,0,0
"pdbbynut",2006,5,0.041175,0.013425,0.00135,0.0694333333333333,0.0543,4.2725,0,0,1,0,0,0
"pdbbynut",2006,6,0.046725,0.01395,0.00265,0.06965,0.0723,6.8175,0,0,0,0,0,0
"pdbbynut",2006,7,0.053225,0.0193,0.0021,0.0858,0.0879,4.2375,0,0,0,0,0,0
"pdbbynut",2006,8,0.0552,0.022625,0.00255,0.053375,0.055925,3.55,0,0,0,0,0,0
"pdbbynut",2006,9,0.051575,0.029025,0.0038,0.0546,0.0584,3.77,0,0,0,0,0,0
"pdbbynut",2006,10,0.05725,0.02815,0.00355,0.15305,0.1566,3.4175,0,0,0,0,0,0
"pdbbynut",2006,11,0.067,0.0303,0.0063,0.3826,0.3889,0.54,0,0,0,0,0,0
"pdbbynut",2006,12,0.0765,0.0126,0.00555,0.38635,0.3919,0.47,0,0,0,0,0,0
"pdbbynut",2007,1,0.0735,0.012,0.003325,0.393475,0.3968,0.3825,0,0,0,0,0,0
"pdbbynut",2007,2,0.066075,0.015725,0.00425,0.3683,0.37255,0.8675,0,0,0,0,0,0
"pdbbynut",2007,3,0.053875,0.01315,0.00465,0.279175,0.283825,1.23,0,0,0,0,0,0
"pdbbynut",2007,4,0.039475,0.00963333333333333,0.00315,0.160075,0.119966666666667,2.755,0,0,0,0,0,0
"pdbbynut",2007,5,0.03915,0.018225,0.00305,0.13255,0.1356,1.885,0,0,0,0,0,0
"pdbbynut",2007,6,,,,,,3.335,,,,,,0
"pdbbynut",2007,7,0.039825,0.01915,0.0032,0.06435,0.06755,3.0875,0,0,0,0,0,0
"pdbbynut",2007,8,0.04885,0.02405,0.002,0.0108,0.0128,4.2875,0,0,0,0,0,0
"pdbbynut",2007,9,0.052375,0.02355,0.003175,0.033225,0.0364,3.3825,0,0,0,0,0,0
"pdbbynut",2007,10,0.070875,0.05035,0.009075,0.328275,0.33735,1.2525,0,0,0,0,0,0
"pdbbynut",2007,11,0.070875,0.015575,0.005,0.342675,0.347675,0.635,0,0,0,0,0,0
"pdbbynut",2007,12,0.07485,0.01275,0.004,0.3785,0.3825,0.37,0,0,0,0,0,0
"pdbbynut",2008,1,0.0721,0.0121,0.00275,0.3798,0.38255,0.4875,0,0,0,0,0,0
"pdbbynut",2008,2,0.0648,0.0065,0.0033,0.332375,0.2776,1.0425,0,0,0,0,0,0
"pdbbynut",2008,3,0.06385,0.009,0.0042,0.29665,0.30085,1.84,0,0,0,0,0,0
"pdbbynut",2008,4,0.0324,0.008925,0.002075,0.06065,0.062725,13.785,0,0,0,0,0,0
"pdbbynut",2008,5,0.0476,0.018275,0.00355,0.12675,0.1303,2.0475,0,0,0,0,0,0
"pdbbynut",2008,6,,,,,,2.555,,,,,,0
"pdbbynut",2008,7,0.0467,0.02215,0.0029,0.107375,0.110275,2.32,0,0,0,0,0,0
"pdbbynut",2008,8,0.049575,0.028225,0.00315,0.125925,0.129075,3.2125,0,0,0,0,0,0
"pdbbynut",2008,9,0.06175,0.020225,0.002575,0.10115,0.103725,4.46,0,0,0,0,0,0
"pdbbynut",2008,10,0.0642166666666667,0.03185,0.00611666666666667,0.2426,0.248716666666667,1.12666666666667,0,0,0,0,0,0
"pdbbynut",2008,11,0.0698,0.031175,0.006375,0.372975,0.37935,0.99,0,0,0,0,0,0
"pdbbynut",2008,12,0.076275,0.01365,0.003825,0.393025,0.39685,0.4075,0,0,0,0,0,0
"pdbbynut",2009,1,0.076,0.016,0.0038,0.41385,0.41765,0.3475,0,0,0,0,0,0
"pdbbynut",2009,2,0.07275,0.0073,0.004175,0.36975,0.373925,0.7225,0,0,0,0,0,0
"pdbbynut",2009,3,0.0715,0.016925,0.005475,0.33355,0.339025,2.465,0,0,0,0,0,0
"pdbbynut",2009,4,0.0285,0.01255,0.00075,0.0202,0.011525,7.265,0,0,1,0,0,0
"pdbbynut",2009,5,0.05225,0.02415,0.00215,0.103625,0.105775,5.39,0,0,0,0,0,0
"pdbbynut",2009,6,0.04775,0.013225,0.000425,0.01225,0.007025,4.7525,0,0,1,0,0,0
"pdbbynut",2009,7,0.052,,,,,5.885,0,,,,,0
"pdbbynut",2009,8,0.0465,0.02575,0.00235,0.04815,0.050475,3.305,0,0,0,0,0,0
"pdbbynut",2009,9,0.063,0.03155,0.00505,0.22565,0.2307,1.67,0,0,0,0,0,0
"pdbbynut",2009,10,0.06525,0.0408,0.006,0.289175,0.2952,1.9625,0,0,0,0,0,0
"pdbbynut",2009,11,0.07725,0.018725,0.00665,0.3805,0.3872,0.6175,0,0,0,0,0,0
"pdbbynut",2009,12,0.0735,0.0164,0.0063,0.378375,0.384675,0.3925,0,0,0,0,0,0
"pdbbynut",2010,1,,,,,,0.455,,,,,,0
"pdbbynut",2010,2,0.071375,0.01615,0.00315,0.363525,0.3667,0.95,0,0,0,0,0,0
"pdbbynut",2010,3,0.0585333333333333,0.010575,0.0037,0.291325,0.29505,1.4775,0,0,0,0,0,0
"pdbbynut",2010,4,,,,,,2.91,,,,,,0
"pdbbynut",2010,5,0.04825,0.0298333333333333,0.0039,,,1.155,0,0,0,,,0
"pdbbynut",2010,6,0.05045,0.0334,0.00385,0.14655,0.1504,2.245,0,0,0,0,0,0
"pdbbynut",2010,7,,,,,,2.705,,,,,,0
"pdbbynut",2010,8,,,,0.0024,,3.77,,,,0,,0
"pdbbynut",2010,9,0.06865,0.02525,0.0069,0.24015,0.24705,2.86,0,0,0,0,0,0
"pdbbynut",2010,10,0.05405,0.037675,0.00555,0.09415,0.0997,2.3925,0,0,0,0,0,0
"pdbbynut",2010,11,0.0717,0.04775,0.00615,0.3413,0.3475,0.8925,0,0,0,0,0,0
"pdbbynut",2010,12,,,,,,0.35,,,,,,0
"pdbbynut",2011,1,0.0753,0.00895,0.003325,0.385425,0.38875,0.4525,0,1,0,0,0,0
"pdbbynut",2011,2,0.0667,0.006125,0.003825,0.36465,0.368525,1.3625,0,1,0,0,0,0
"pdbbynut",2011,3,0.05965,0.00895,0.0039,0.30295,0.30685,1.69,0,0,0,0,0,0
"pdbbynut",2011,4,0.0593,0.01115,0.0055,0.3013,0.3068,2.595,0,0,0,0,0,0
"pdbbynut",2011,5,,,,,,5.0475,,,,,,0
"pdbbynut",2011,6,,,,,,3.825,,,,,,0
"pdbbynut",2011,7,,,,,,2.845,,,,,,0
"pdbbynut",2011,8,0.0494,0.01465,0.00255,,,2.775,0,0,0,,,0
"pdbbynut",2011,9,0.05285,0.034,0.00115,0.0065,0.0076,3.7,0,0,0,0,0,0
"pdbbynut",2011,10,,,,,,1.37,,,,,,0
"pdbbynut",2011,11,,,,,0.36535,0.855,,,,,0,0
"pdbbynut",2011,12,0.0732,0.0124,0.00865,0.3726,0.3812,0.41,0,0,0,0,0,0
"pdbbynut",2012,1,0.0717,0.0058,0.00305,0.38725,0.39035,0.38,0,0,0,0,0,0
"pdbbynut",2012,2,0.0684,0.00345,0.0042,0.3644,0.36865,0.665,0,0,0,0,0,0
"pdbbynut",2012,3,,,,,,2.565,,,,,,0
"pdbbynut",2012,4,,,,,,2.33,,,,,,0
"pdbbynut",2012,5,0.0633,,4e-04,0.0035,0.0035,7.155,0,,0,1,1,0
"pdbbynut",2012,6,,,,,,5.675,,,,,,0
"pdbbynut",2012,7,0.03925,0.01575,0.0011,0.0061,0.0069,3.15,0,0,0,0,0,0
"pdbbynut",2012,8,0.1016,0.03145,4e-04,0.0035,0.0035,4.205,0,0,0,1,1,0
"pdbbynut",2012,9,0.0607,0.0079,0.00125,0.0035,0.0043,3.895,0,0,0,1,0,0
"pdbbynut",2012,10,0.0495,0.04025,0.00315,0.0376,0.0408,3.24,0,0,0,0,0,0
"pdbbynut",2012,11,0.06775,0.0435,0.0102,0.31685,0.32695,0.98,0,0,0,0,0,0
"pdbbynut",2012,12,0.06785,0.00485,0.00335,0.3818,0.38515,0.43,0,0,0,0,0,0
"pdbbynut",2013,1,0.0731,0.0087,0.0027,0.37615,0.37885,,0,0,0,0,0,
"pdbbynut",2013,2,,,,,,0.925,,,,,,0
"pdbbynut",2013,3,,,0.00435,,,1.325,,,0,,,0
"pdbbynut",2013,4,0.0513,0.026,0.00325,0.176,0.17935,2.33,0,0,0,0,0,0
"pdbbynut",2013,5,0.034,0.00445,7e-04,0.0028,0.0034,6.37,0,0,0,0,0,0
"pdbbynut",2013,6,,,,,,3.695,,,,,,0
"pdbbynut",2013,7,0.0505,0.01615,0.0011,0.0103,0.0114,8.665,0,0,0,0,0,0
"pdbbynut",2013,8,0.0502,0.0268,0.00325,0.0841,0.08735,3.34,0,0,0,0,0,0
"pdbbynut",2013,9,0.05955,0.0498,0.0068,0.0882,0.09495,2.155,0,0,0,0,0,0
"pdbbynut",2013,10,0.0468,0.02985,0.006,0.10775,0.1137,2.73,0,0,0,0,0,0
"pdbbynut",2013,11,0.06665,0.03285,0.0062,0.3141,0.32035,0.53,0,0,0,0,0,0
"pdbbynut",2013,12,,,,,,0.485,,,,,,0
"pdbbynut",2014,1,0.07105,0.0146,0.004,0.391,0.395,0.525,0,0,0,0,0,0
"pdbbynut",2014,2,,0.00705,0.00385,0.3916,0.39545,0.51,,0,0,0,0,0
"pdbbynut",2014,3,,,,,,1.445,,,,,,0
"pdbbynut",2014,4,,,,,,,,,,,,
"pdbbynut",2014,5,,0.0349,0.00285,0.0953,0.09815,2.985,,0,0,0,0,0
"pdbbynut",2014,6,,,,,,3.74,,,,,,0
"pdbbynut",2014,7,0.02235,0.00245,0.0025,0.0356,0.0381,17,0,0,0,0,0,0
"pdbbynut",2014,8,,,,,,1.745,,,,,,0
"pdbbynut",2014,9,0.05695,0.0243,0.00365,0.08185,0.0855,2.025,0,0,0,0,0,0
"pdbbynut",2014,10,,,,,,0.94,,,,,,0
"pdbbynut",2014,11,,,,,,0.55,,,,,,0
